icao24,callsign,origin_country,time_position,longitude,latitude,baro_altitude,on_ground,velocity,true_track
71c569,JNA241,Republic of Korea,1783039224,134.6045,34.0288,2461.26,False,132.8,102.53
801493,AIC3CY,India,1783039232,76.8059,27.3913,9098.28,False,215.13,188.11
a7dba2,UPS62,United States,1783039232,138.611,35.7539,11582.4,False,208.15,232.73
801461,IGO2209,India,1783039231,77.0371,28.5782,571.5,False,79.23,104.67
80148d,IGO2706,India,1783039231,77.5738,14.5294,10957.56,False,219.96,2.95
80149e,IGO076,India,1783039232,56.0538,22.7052,10058.4,False,247.9,68.07
06a1c9,QQE506,Qatar,1783039231,133.2359,35.9389,13106.4,False,206.48,267.57
06a1be,QTR27R,Qatar,1783039231,56.3662,23.4458,10363.2,False,249.62,296.83
06a1bc,QTR806,Qatar,1783038923,55.0888,24.9854,9448.8,False,265.74,85.56
873028,ANA806,Japan,1783039232,102.1699,13.4448,8404.86,False,252.84,101.86
06a1d1,QQE723,Qatar,1783039184,29.0076,30.2457,13716.0,False,255.24,125.48
8a0241,GIA207,Indonesia,1783039229,106.7224,-5.9871,2766.06,False,137.95,247.64
4bb842,PGT6266,Turkey,1783039232,25.9163,42.7097,11277.6,False,248.29,149.77
06a1ed,QTR29Y,Qatar,1783039200,78.3337,14.1378,11887.2,False,232.84,110.84
8a020e,GIA401,Indonesia,1783039230,106.5655,-6.0509,1737.36,False,119.41,248.52
06a1eb,QTR8415,Qatar,1783039231,92.0732,22.2395,9753.6,False,261.72,274.74
4bb859,PGT1791,Turkey,1783039231,45.225,40.3346,11087.1,False,206.55,259.67
407af3,BAW8,United Kingdom,1783039231,140.99,36.0333,6736.08,False,262.64,107.09
862338,ANA523,Japan,1783039232,135.257,34.6719,2781.3,False,144.78,281.27
789271,HKE607,China,1783039188,119.992,23.9114,10965.18,False,232.84,225.9
789285,HKE704,China,1783039231,108.4001,19.0344,10378.44,False,249.65,230.6
504e77,FIA6312,Republic of Moldova,1783039231,29.2478,41.9017,9738.36,False,231.85,343.9
8515c4,JAL625,Japan,1783039194,130.7038,32.7767,899.16,False,103.56,64.71
4bb866,PGT868,Turkey,1783039232,32.9925,34.1672,11277.6,False,216.03,206.75
4bb85a,PGT1581,Turkey,1783039231,28.2007,39.916,11277.6,False,237.31,150.38
504e92,FIE534,Republic of Moldova,1783037568,28.5167,44.6641,10066.02,False,246.25,141.19
78929d,CRK236,China,1783039208,115.1184,22.0153,8214.36,False,197.08,67.92
504e86,FIA6816,Republic of Moldova,1783038983,29.5339,41.1704,10965.18,False,238.66,336.36
8a028e,GIA160,Indonesia,1783038924,103.9463,-4.3841,10972.8,False,230.38,306.28
a97282,CKS961,United States,1783039231,128.9178,37.5571,7322.82,False,268.07,111.15
8a0285,LNI353,Indonesia,1783039231,106.4624,-6.2148,1097.28,False,90.09,68.56
8a026b,LNI964,Indonesia,1783039231,106.6567,-6.2562,10972.8,False,238.92,298.28
06a111,QTR7M,Qatar,1783039118,58.5785,24.7703,12192.0,False,263.48,95.27
06a110,QTR962,Qatar,1783039226,53.0637,24.8568,5943.6,False,227.0,105.11
06a10d,QTR3G,Qatar,1783039232,32.1593,32.5737,12496.8,False,269.16,132.13
06a10e,QTR948,Qatar,1783038411,53.8813,24.6533,10172.7,False,241.26,105.46
801534,AIC2HV,India,1783039037,72.7865,20.0103,8770.62,False,213.23,337.89
780997,CSN3857,China,1783039065,109.1712,21.9476,10393.68,False,239.85,303.89
06a139,QTR1A,Qatar,1783038802,55.6003,23.801,10363.2,False,250.54,296.46
06a138,QTR875,Qatar,1783038809,55.6382,25.0692,10972.8,False,248.17,277.74
06a148,QTR57W,Qatar,1783039231,37.8398,34.0621,10972.8,False,245.21,340.39
06a149,QTR836,Qatar,1783039231,57.1986,23.3161,10668.0,False,258.18,115.49
80154e,FQA324,India,1783039232,72.7594,19.0342,1287.78,False,145.7,182.23
06a13a,QTR6T,Qatar,1783039119,38.6832,32.6124,9753.6,False,254.92,333.12
801566,IGO7655,India,1783039231,77.7792,28.2404,1623.06,False,122.64,64.4
48c22d,RYS5079,Poland,1783039231,30.7894,36.8761,182.88,False,78.63,6.01
80155a,IGO1702,India,1783039231,90.8493,23.9754,10965.18,False,238.45,283.35
80152d,IGO54M,India,1783039031,76.3751,10.1502,99.06,False,71.02,88.34
48c220,RYS7143,Poland,1783039188,27.7148,42.7236,1181.1,False,117.42,201.06
80152f,IGO1061,India,1783039231,99.22,13.9525,9707.88,False,216.82,110.41
86cf4d,SNJ92,Japan,1783039231,139.8199,35.4884,335.28,False,71.66,330.31
801553,AIC6YS,India,1783039232,75.9725,27.0225,10949.94,False,222.34,211.37
801551,IGO236K,India,1783039167,85.362,19.9,10363.2,False,241.11,243.11
80159a,IGO088,India,1783039231,75.8398,12.3619,9197.34,False,235.13,153.77
80156c,IGO607,India,1783039150,78.4009,14.5789,10820.4,False,243.46,305.97
801587,AKJ504,India,1783039212,70.2123,16.8881,10668.0,False,227.42,118.36
85186a,JAL254,Japan,1783039231,132.8204,34.4949,2362.2,False,141.15,45.59
80157c,AKJ1823,India,1783039227,77.8485,14.1701,6705.6,False,208.9,17.63
863861,JA6881,Japan,1783039232,143.8318,43.8267,2628.9,False,62.4,74.7
801591,AXB1461,India,1783039232,79.6822,27.3954,9418.32,False,238.7,107.3
78092f,CSC8710,China,1783039046,113.2838,23.5993,7132.32,False,224.58,295.51
851826,JAL373C,Japan,1783039232,133.2557,34.4272,9753.6,False,208.03,249.59
06a108,QTR52U,Qatar,1783039199,57.8574,23.0161,12496.8,False,255.6,116.41
06a103,QTR36G,Qatar,1783039230,38.8668,31.5131,11887.2,False,269.89,148.64
851848,JAL493,Japan,1783039231,139.7044,35.3201,3848.1,False,176.6,257.38
06a101,QTR54X,Qatar,1783039231,56.3866,24.9829,12192.0,False,244.53,277.74
7892a5,HKE857,China,1783039099,131.1935,32.0674,11582.4,False,208.96,234.82
7892a6,HKE617,China,1783038971,114.0514,21.9648,1417.32,False,157.95,298.82
06a0a5,QTR51V,Qatar,1783039127,57.7994,24.8365,11879.58,False,264.57,96.48
06a0af,QTR861,Qatar,1783039231,52.8428,25.2957,6172.2,False,222.07,259.18
06a0ad,QTR1455,Qatar,1783039232,51.2126,25.4082,3238.5,False,171.34,262.23
06a0ab,QTR72Q,Qatar,1783039232,32.4853,38.1426,12489.18,False,266.24,129.9
06a0c0,QTR88Y,Qatar,1783039232,37.1519,35.6483,11582.4,False,243.93,340.15
88510d,THA936,Thailand,1783039231,89.788,21.8318,11582.4,False,262.25,303.72
06a0bf,QTR617,Qatar,1783039231,52.1836,25.3532,4770.12,False,204.34,248.28
885118,THA937,Thailand,1783039231,100.7395,13.9497,1485.9,False,135.83,146.43
8013c3,AIC2028,India,1783039224,54.7551,22.5363,11879.58,False,252.6,98.2
68000c,KB141,Bhutan,1783039232,92.3299,21.6883,8534.4,False,253.01,320.78
06a0e8,QTR1V,Qatar,1783039231,25.8811,42.1898,11887.2,False,266.55,121.67
8013d6,AIC2118,India,1783039232,102.9547,1.7032,6423.66,False,195.64,118.25
06a0e7,QTR119,Qatar,1783039227,49.7925,26.6571,9250.68,False,235.78,316.24
06a0f7,QTR880,Qatar,1783038861,58.6308,24.6667,11887.2,False,262.94,103.0
06a0f8,QTR1436,Qatar,1783039231,33.8816,30.182,11887.2,False,257.31,151.85
06a0eb,QTR942,Qatar,1783039119,104.1928,1.4166,1706.88,False,101.84,347.16
8013b2,AIC2VZ,India,1783039232,76.8366,10.8563,6835.14,False,200.27,19.04
a9d62e,UAL151,United States,1783039232,135.215,34.4078,99.06,False,84.12,50.96
88517a,THA930,Thailand,1783039231,45.3448,40.776,10363.2,False,223.16,273.44
86cf09,SNJ32,Japan,1783039232,130.0464,32.7923,2598.42,False,132.23,138.0
71c740,JJA6101,Republic of Korea,1783039232,126.6033,37.1569,3162.3,False,162.05,151.56
88516b,THA920,Thailand,1783037194,46.2509,41.3854,10972.8,False,221.79,287.13
71c743,EOK312,Republic of Korea,1783039229,134.4179,34.0953,3147.06,False,135.7,130.7
600b20,AZG691,Azerbaijan,1783039208,53.6117,22.686,11887.2,False,248.75,97.85
06a19e,QTR929,Qatar,1783039143,51.6415,25.222,251.46,False,83.11,338.2
06a19d,QTR73P,Qatar,1783038884,53.6319,24.7159,9517.38,False,238.37,105.27
71c715,ESR601,Republic of Korea,1783039232,140.4563,36.6756,4815.84,False,190.24,131.49
4a2182,HLJ3DF,Romania,1783039232,26.4906,35.3782,11277.6,False,223.17,153.73
71c717,ESR605,Republic of Korea,1783039231,140.5183,35.6109,1242.06,False,95.02,329.41
71c718,ESR881,Republic of Korea,1783039231,122.3958,26.3137,7818.12,False,211.82,215.31
71c700,ESR206,Republic of Korea,1783039232,127.0508,36.7894,4831.08,False,192.91,43.05
885176,THA951,Thailand,1783039231,100.5635,14.0349,3284.22,False,159.61,125.69
71c739,JJA1501,Republic of Korea,1783039231,141.368,41.9948,5669.28,False,184.53,40.93
704458,MMA3307,Myanmar,1783039227,95.97,21.708,160.02,False,2.62,168.69
842194,ADO62,Japan,1783039232,143.6843,41.7742,8702.04,False,227.81,160.34
880454,AIQ251,Thailand,1783039231,99.4812,14.5089,8023.86,False,221.69,312.84
880453,AIQ3522,Thailand,1783039140,102.5384,14.7173,5433.06,False,214.39,54.67
880452,AIQ3370,Thailand,1783038919,103.7835,14.9211,8945.88,False,214.68,64.29
880450,AIQ3554,Thailand,1783039208,100.3107,16.0173,10363.2,False,221.39,8.15
4b187d,SWR147,Switzerland,1783038803,42.8802,41.4164,11582.4,False,218.12,260.36
4b187a,SWR155,Switzerland,1783039229,32.6074,29.2798,11582.4,False,241.67,308.43
4b1887,SWR2647,Switzerland,1783039231,47.5617,41.0983,10972.8,False,216.04,288.18
861f44,JAL8663,Japan,1783039231,137.9786,35.0704,9753.6,False,209.48,249.74
8686aa,ANA467,Japan,1783038988,135.7175,33.012,10972.8,False,244.59,207.43
86d6a4,ANA861,Japan,1783039230,134.3426,35.8667,10972.8,False,204.75,270.29
861f00,JAL2000,Japan,1783039150,139.3937,39.6336,11582.4,False,231.22,206.28
51603f,MNE2733,Montenegro,1783039231,29.7366,34.7478,10972.8,False,222.5,320.35
861e70,ANA673,Japan,1783039231,136.3517,35.3104,7924.8,False,226.0,254.82
14fc06,RWZ016,Russian Federation,1783038425,42.3658,41.8879,10050.78,False,241.58,63.98
861e4e,ANA245,Japan,1783039205,136.0314,35.2364,7924.8,False,222.45,254.16
84cb66,SFJ42,Japan,1783039231,133.2495,33.8271,10881.36,False,260.53,76.29
86d5e0,JAL21,Japan,1783039232,138.7187,35.8105,8877.3,False,204.16,266.24
84cb5b,JJP125,Japan,1783039231,140.9312,40.2142,10668.0,False,227.07,4.55
3c6701,DLH733,Germany,1783039232,45.0663,41.5046,12192.0,False,228.77,266.78
3c6710,DLH769,Germany,1783038056,40.3615,40.9809,12192.0,False,230.12,272.18
7c492a,QFA2,Australia,1783039230,48.1478,40.5753,10668.0,False,284.61,93.83
75839f,PAL300,Philippines,1783038945,119.7968,17.2394,10363.2,False,234.0,313.31
3c671a,DLH727,Germany,1783037193,46.6187,41.3146,12192.0,False,221.78,280.42
7c4926,QFA1,Australia,1783039232,44.8408,40.798,11582.4,False,224.12,273.16
c08509,ACA66,Canada,1783039230,102.9663,13.3922,8397.24,False,249.06,91.3
4080f9,AZG733,United Kingdom,1783039231,44.6635,40.8051,9753.6,False,227.69,272.98
846a16,JAL2762,Japan,1783039231,141.969,43.1423,3131.82,False,133.09,274.21
78211f,CXA856,China,1783039175,106.4554,-5.6389,4046.22,False,157.88,334.94
75847f,APG320,Philippines,1783039231,121.127,14.5164,1592.58,False,126.61,134.01
86d6c8,ANA981,Japan,1783039232,138.6317,35.4715,8534.4,False,204.64,266.4
758437,CEB015,Philippines,1783039231,99.0749,14.2522,11277.6,False,244.03,108.82
78217f,CCA101,China,1783039232,115.7313,39.9705,6545.58,False,221.6,226.41
4a08ec,ROT101C,Romania,1783039231,30.834,35.845,11277.6,False,218.26,177.97
4a08ed,ROT156,Romania,1783039231,25.9755,44.3441,1813.56,False,142.76,331.13
861ed6,ANA703,Japan,1783039231,140.3144,40.1315,12504.42,False,239.06,27.28
842250,JJP503,Japan,1783039231,132.1713,34.4571,10972.8,False,189.19,254.87
861eb4,ADO15,Japan,1783039231,140.9848,41.7559,7863.84,False,207.94,47.71
890032,QFF303,Yemen,1783039232,36.2249,30.4138,7208.52,False,228.61,170.28
7820b8,CHH7004,China,1783039227,113.2178,22.797,6012.18,False,215.72,224.52
7583e2,PAL525,Philippines,1783038934,115.2466,8.4971,10972.8,False,247.14,233.46
7583ed,PAL740,Philippines,1783039217,104.1401,13.6983,10347.96,False,244.44,271.45
7820f6,CHH7167,China,1783038929,114.1176,39.0355,9791.7,False,241.11,199.05
440c8d,AUA1083,Austria,1783039232,28.4453,36.1288,10652.76,False,245.43,125.79
7820f9,CHH7767,China,1783039139,108.2173,22.8575,11003.28,False,240.67,307.53
7820ea,CSN5853,China,1783039180,113.6738,23.318,7132.32,False,225.01,344.76
7583a8,PAL438,Philippines,1783039230,127.9959,26.3704,10668.0,False,242.79,40.1
841087,JA04KM,Japan,1783039230,130.501,32.7909,2758.44,False,74.61,358.81
8675d8,ANA1271,Japan,1783039232,141.225,41.9011,6781.8,False,199.35,44.79
758530,CEB448,Philippines,1783039231,120.9208,14.2,2674.62,False,136.2,296.95
846b6c,JAL502,Japan,1783039231,140.7661,38.1967,11323.32,False,234.86,192.91
84bb06,ANA747,Japan,1783039232,138.569,36.1446,7322.82,False,199.81,302.38
4246b5,AHY5050,United Kingdom,1783039231,33.4474,33.6591,10965.18,False,248.4,11.59
485789,KLM861,Kingdom of the Netherlands,1783039232,140.7751,35.6862,1889.76,False,134.13,209.91
75857d,CEB382,Philippines,1783039232,121.9791,12.7366,10043.16,False,233.16,325.61
782278,CCA1389,China,1783039130,116.5661,40.249,2095.5,False,148.17,269.4
782288,CSN8919,China,1783039169,107.9328,23.0213,10393.68,False,238.44,324.22
78229d,CHH7382,China,1783038982,114.2719,39.2782,8991.6,False,241.5,220.68
abd6ed,GTI8641,United States,1783039232,44.2413,41.4183,9448.8,False,281.04,95.25
7584a8,CEB110,Philippines,1783039194,117.4308,19.3427,11582.4,False,246.5,312.55
a9aba2,ETD931,United States,1783039232,96.2676,23.35,12496.8,False,221.19,49.72
151dc1,AFL294,Russian Federation,1783037420,88.0609,22.895,12496.8,False,243.84,123.56
841043,SJO857,Japan,1783039232,140.5619,41.5811,2567.94,False,133.59,342.75
151db6,AFL272,Russian Federation,1783039231,76.6267,30.7304,10668.0,False,256.31,111.67
060047,MAU748,Mauritius,1783039231,72.944,19.0898,449.58,False,72.04,268.77
7821f4,CQH8781,China,1783039232,101.1381,12.5725,9144.0,False,229.02,222.54
7584c8,RPC5413,Philippines,1783039232,120.8998,14.4152,190.5,False,49.84,191.31
408016,DHK895,United Kingdom,1783039231,90.0668,22.4675,9761.22,False,249.94,277.21
75862c,CEB3443,Philippines,1783039232,121.5918,11.992,11277.6,False,247.48,149.38
75861f,WCC2,Philippines,1783039231,121.133,13.9704,541.02,False,44.8,21.56
760918,PIA246,Pakistan,1783038949,58.4964,24.7773,11262.36,False,260.36,95.21
4007f0,BAW2231,United Kingdom,1783037317,28.1718,43.9086,10668.0,False,255.72,125.83
4baac5,THY9VP,Turkey,1783039231,30.8648,35.0405,11277.6,False,228.56,177.94
782384,CHH429,China,1783039232,115.7819,39.9653,5242.56,False,172.82,231.53
4baad6,THY7JK,Turkey,1783039232,29.7982,41.0233,4968.24,False,174.16,259.62
758685,CEB5109,Philippines,1783039229,135.3229,33.7655,5615.94,False,218.45,128.79
758680,RPC1943,Philippines,1783039231,120.2023,14.0868,3055.62,False,89.72,187.25
abb325,GTI8228,United States,1783039017,132.2037,32.0197,9448.8,False,277.26,57.19
75865c,RPC8528,Philippines,1783039102,120.6415,14.8632,784.86,False,29.33,88.99
7585d7,WC324,Philippines,1783039232,121.1517,14.0058,716.28,False,44.64,25.97
7585b3,APG213,Philippines,1783039231,121.2299,13.0579,7620.0,False,217.11,156.84
846d0c,ADO112,Japan,1783039230,135.9998,36.9219,10111.74,False,193.75,238.46
7585dd,PAL431,Philippines,1783039231,140.8618,34.398,8572.5,False,219.4,223.76
7585ea,APG124,Philippines,1783039229,120.699,20.2824,10050.78,False,239.42,4.44
758769,CEB505,Philippines,1783039231,120.7508,14.5734,1744.98,False,112.11,185.27
75872c,CEB5063,Philippines,1783039168,138.3502,32.3597,10370.82,False,217.09,237.78
7c39b5,VHLON,Australia,1783039232,138.2697,32.8779,13716.0,False,268.84,44.3
70c105,OMA172,Oman,1783038812,53.9797,24.7069,11879.58,False,261.82,116.36
846d80,FDA171,Japan,1783039232,140.1062,38.2137,11064.24,False,218.63,13.06
70c126,OMS498,Oman,1783039231,89.5264,23.3051,6522.72,False,218.04,237.13
758709,WC285,Philippines,1783038977,121.1201,13.9473,419.1,False,37.81,33.91
a81bc4,UPS15,United States,1783039231,90.1606,24.1224,9753.6,False,268.06,282.86
aa7bd6,CKS243,United States,1783039231,122.4475,25.4822,9448.8,False,264.66,49.81
770453,ALK192,Sri Lanka,1783039230,76.8994,24.7524,10096.5,False,244.71,175.18
781199,EPA6278,China,1783038969,113.76,22.6887,220.98,False,89.52,142.47
75876b,CEB914,Philippines,1783039231,120.6898,15.2203,3627.12,False,132.65,355.33
733495,IRB9741,Islamic Republic of Iran,1783039207,32.516,39.4189,10668.0,False,283.15,83.64
75877a,RPC3805,Philippines,1783039231,120.8721,14.7996,495.3,False,38.41,352.3
88084c,AIQ656,Thailand,1783039231,100.481,13.8384,1767.84,False,132.7,236.86
880850,AIQ3070,Thailand,1783039231,99.6016,11.4685,11582.4,False,241.89,190.04
7586ef,SRQ6172,Philippines,1783039232,120.603,15.2885,670.56,False,67.64,201.88
846bfa,ANA383,Japan,1783039231,139.2672,35.7375,6652.26,False,168.3,271.75
7609ec,PIA286,Pakistan,1783039232,52.8606,25.0333,5981.7,False,213.36,104.24
86789e,ANA55,Japan,1783039231,139.8827,36.1166,5227.32,False,203.07,8.89
7586d0,CEB312,Philippines,1783039231,120.6232,21.5292,11887.2,False,238.57,346.53
7609e2,SIF869,Pakistan,1783039207,70.5988,31.9211,10607.04,False,261.43,49.95
781100,CES576,China,1783039231,135.5747,34.9704,9144.0,False,217.79,257.31
7609ad,ABQ170,Pakistan,1783039124,53.7044,22.7233,10363.2,False,237.82,257.89
7586b6,C1,Philippines,1783039232,121.1334,13.9724,548.64,False,43.6,19.29
846bd8,ANA577,Japan,1783039138,138.5234,38.4672,8229.6,False,238.02,35.85
84ceef,JJP7927,Japan,1783039231,138.5103,35.1312,10972.8,False,181.98,266.27
4baa49,THY4KR,Turkey,1783036718,31.9297,54.6978,10058.4,False,28.85,191.31
4baa46,THY1LK,Turkey,1783037606,31.9154,54.6913,9753.6,False,230.13,200.14
888054,HVN579,Viet Nam,1783039228,120.3902,24.5743,5623.56,False,199.94,214.84
88803f,VJC835,Viet Nam,1783039224,119.4757,20.6243,10980.42,False,227.36,225.28
4baa0c,THY7VC,Turkey,1783039231,29.6048,40.881,3992.88,False,184.62,273.99
8678c0,ANA89T,Japan,1783039154,135.7857,33.1228,10972.8,False,239.29,207.39
70c0fd,OMA103,Oman,1783039231,36.5425,34.7076,10972.8,False,229.17,305.87
4baa6f,THY1YH,Turkey,1783039231,30.5413,38.7837,10965.18,False,232.7,345.53
4baa6d,THY9YQ,Turkey,1783039231,27.6138,41.4861,5113.02,False,193.74,130.58
ab9e12,FDX5279,United States,1783039227,86.6479,25.2635,9144.0,False,278.32,294.58
71e258,HLC258,Republic of Korea,1783039109,126.717,37.0981,373.38,False,27.34,138.81
86eb51,JA883B,Japan,1783039231,135.1059,34.6973,1226.82,False,79.87,266.68
88808c,HVN1615,Viet Nam,1783039231,106.2365,20.2994,6995.16,False,216.11,157.46
888098,HVN319,Viet Nam,1783039230,139.102,33.2134,9753.6,False,213.15,249.07
888096,VJC125,Viet Nam,1783039231,106.4536,19.9097,7924.8,False,220.39,157.93
8678e2,ANA460,Japan,1783039231,138.446,33.9059,8686.8,False,258.97,55.93
75883d,GAP2141,Philippines,1783039231,121.3966,12.511,8671.56,False,241.03,159.9
48436a,KLM843,Kingdom of the Netherlands,1783039232,92.0902,20.3563,11277.6,False,246.34,125.05
733541,IRM093,Islamic Republic of Iran,1783039231,88.3185,24.5644,10668.0,False,242.17,114.61
758827,CEB5068,Philippines,1783039231,140.5895,34.7183,5638.8,False,197.03,17.63
88809d,HVN337,Viet Nam,1783039231,134.9362,34.4214,2819.4,False,144.21,262.62
770590,ALK266,Sri Lanka,1783039231,75.2017,11.6642,11887.2,False,235.72,134.82
867904,ANA241,Japan,1783038964,131.4028,34.2822,7056.12,False,187.61,254.25
7587fa,CEB562,Philippines,1783039231,122.6428,12.2371,9753.6,False,215.49,325.21
7587f6,RPC8694,Philippines,1783039231,120.831,14.8731,342.9,False,43.73,351.2
7587cb,CEB901,Philippines,1783039231,120.9924,13.4918,7620.0,False,177.59,133.36
76d255,TGW608,Singapore,1783039232,100.83,13.6294,3733.8,False,172.99,15.52
76d256,TGW481,Singapore,1783039232,102.1948,2.9315,9448.8,False,243.04,133.97
4bbd13,TKJ5YU,Turkey,1783039232,34.1318,35.7071,10363.2,False,230.25,335.73
7587ac,CEB623,Philippines,1783039231,121.6851,11.7696,10066.02,False,242.81,165.52
5084a6,MGH936,Ukraine,1783039231,25.0421,43.8513,10668.0,False,255.18,149.87
888177,HVN571,Viet Nam,1783039231,120.5438,24.7458,5113.02,False,190.04,243.64
5084d1,MGH428,Ukraine,1783039232,25.7739,42.509,10668.0,False,228.45,134.64
888194,HVN587,Viet Nam,1783039231,120.0225,21.8628,5791.2,False,189.21,203.22
888141,VJC270,Viet Nam,1783039148,106.7101,20.813,68.58,False,72.89,72.33
88811a,VJC989,Viet Nam,1783039231,122.3021,25.3364,9761.22,False,234.57,194.22
888153,HVN206,Viet Nam,1783039232,105.7394,20.4294,4297.68,False,194.86,350.89
88813c,VJC421,Viet Nam,1783039231,106.0278,20.8737,3825.24,False,186.38,158.46
70606e,KAC348,Kuwait,1783038962,55.755,25.151,9753.6,False,236.32,284.37
76d1c9,TGW274,Singapore,1783039094,105.4183,-1.8248,10668.0,False,241.79,158.4
733682,IRM051,Islamic Republic of Iran,1783039230,91.2705,18.3003,11887.2,False,243.98,111.91
88819e,BAV203,Viet Nam,1783039232,106.1721,20.6233,4419.6,False,199.9,156.01
76d1ca,TGW510,Singapore,1783039232,103.8318,2.457,8023.86,False,230.49,352.3
706067,KAC302,Kuwait,1783039231,50.3358,26.9295,11582.4,False,240.7,301.72
86ec28,C208N,Japan,1783038990,136.6522,35.1621,1927.86,False,66.37,270.44
845c8c,IBX61,Japan,1783039232,135.6148,34.9667,7574.28,False,191.78,255.55
845c8d,JTA600,Japan,1783039231,127.1268,26.4888,1958.34,False,122.66,35.96
706072,KAC382,Kuwait,1783039230,53.3739,25.7949,12192.0,False,237.04,292.73
7811e5,CSC3827,China,1783039213,47.8982,41.1261,11582.4,False,208.87,270.28
4bcdba,SXS6YM,Turkey,1783039232,25.3072,39.7484,12169.14,False,240.79,342.34
4bcde5,SXS7RL,Turkey,1783039231,26.0155,39.2556,11887.2,False,247.56,123.13
840120,CKSTR8,Japan,1783039231,139.1015,35.9321,6088.38,False,182.72,293.39
888125,VJC959,Viet Nam,1783039231,130.3676,33.222,3406.14,False,168.18,220.66
888124,HVN19,Viet Nam,1783039230,45.4873,40.7676,10972.8,False,224.02,272.63
781329,CCA1545,China,1783039086,117.0678,40.1217,3390.9,False,179.75,173.26
846def,NCA254,Japan,1783039231,101.3918,12.5418,9281.16,False,235.37,347.12
4851af,KLM867,Kingdom of the Netherlands,1783039232,133.3955,35.3484,8526.78,False,275.69,125.74
780031,0000000,China,1783039230,95.3092,20.5877,2270.76,False,115.58,241.27
4851b0,KLM897,Kingdom of the Netherlands,1783039180,116.6221,40.4189,3078.48,False,160.72,103.32
4851b1,KLM810,Kingdom of the Netherlands,1783039232,42.4054,40.9057,11582.4,False,227.81,273.5
78136b,CSZ9501,China,1783039205,114.3093,23.0372,5151.12,False,177.1,34.71
781383,CXA8684,China,1783039201,105.921,-5.4561,5836.92,False,185.55,311.29
706132,JZR412,Kuwait,1783039224,57.1638,23.0701,11559.54,False,233.76,297.24
888250,VAG750,Viet Nam,1783039170,105.6364,21.0068,1905.0,False,134.79,359.56
781403,CSC3863,China,1783039232,47.4667,41.1861,11582.4,False,211.47,281.36
845d1c,JAL306,Japan,1783039211,131.5658,33.486,6644.64,False,233.9,74.44
86da40,JAL91,Japan,1783039231,133.7652,35.837,12184.38,False,203.73,270.58
8881c7,VJC8923,Viet Nam,1783039232,106.7482,19.3051,9822.18,False,253.3,341.9
8881ab,VJC823,Viet Nam,1783039232,140.6524,35.459,5654.04,False,189.33,192.71
8881ac,VJC939,Viet Nam,1783039230,134.4809,34.4552,5471.16,False,181.84,260.88
8881b6,HVN1603,Viet Nam,1783039232,107.1282,18.8607,9753.6,False,239.16,151.62
4bcda5,SXS1ZQ,Turkey,1783039231,26.4408,39.0761,11887.2,False,245.13,130.74
845d88,ANA534,Japan,1783039231,134.6785,34.7989,4739.64,False,210.15,76.98
4bcdb6,SXS4KQ,Turkey,1783039231,30.8679,37.2196,3093.72,False,156.36,4.53
7812e4,CHH7726,China,1783039230,114.9629,22.8059,4678.68,False,198.27,263.59
4bcdac,SXS2BQ,Turkey,1783038941,26.9066,38.4083,3642.36,False,181.58,138.91
7812de,CCA1491,China,1783039231,116.0023,40.1212,5341.62,False,178.17,229.92
7812dc,CCA1643,China,1783039207,116.5714,40.2378,1790.7,False,139.36,353.22
abb6b5,FDX5163,United States,1783039226,136.6361,37.068,10058.4,False,295.28,64.95
7812ee,CHH7398,China,1783039084,113.7695,22.7143,419.1,False,76.61,153.26
7812ec,CHH7189,China,1783039205,116.1136,40.1991,3208.02,False,154.2,230.41
8880f8,HVN37,Viet Nam,1783038179,37.9249,41.1611,11582.4,False,234.29,275.92
780193,CPA723,China,1783039229,114.3874,22.1095,4511.04,False,169.18,158.04
8880f0,HVN441,Viet Nam,1783039232,120.7735,21.8607,9753.6,False,240.1,224.48
78018d,CPA912,China,1783039205,119.7012,17.3259,11582.4,False,236.19,313.32
4bcca9,SXS6XD,Turkey,1783039232,28.0528,38.1196,11887.2,False,249.52,127.46
845be4,JJP645,Japan,1783039232,135.6533,35.144,8534.4,False,166.09,255.1
448465,ICL851,Belgium,1783039023,39.7958,40.989,10668.0,False,291.9,70.54
8880dc,VJC124,Viet Nam,1783039231,105.5804,20.0704,6926.58,False,200.02,9.03
8880e6,HVN349,Viet Nam,1783039231,136.505,35.0881,3535.68,False,176.63,299.1
8880e3,HVN207,Viet Nam,1783039182,106.8687,19.3981,9151.62,False,247.95,159.35
88821c,SPQ1207,Viet Nam,1783039231,105.9976,21.0897,2910.84,False,151.14,170.79
88821b,SPQ907,Viet Nam,1783039224,106.6134,19.5273,7924.8,False,223.45,159.94
152c96,VDA4196,Russian Federation,1783039232,72.1288,19.7185,5943.6,False,193.79,139.63
4bce06,SXS303,Turkey,1783039232,44.205,41.6788,6248.4,False,203.27,255.19
4bce04,SXS2QH,Turkey,1783039231,25.7529,39.5359,11666.22,False,231.51,148.82
781496,HBH3601,China,1783039214,116.941,40.5308,9479.28,False,220.97,24.78
4d0105,CLX4164,Luxembourg,1783039231,43.0939,40.949,9448.8,False,295.22,103.5
4d0104,CLX7954,Luxembourg,1783039215,99.0415,14.6186,11887.2,False,249.62,127.3
84655a,ANA396,Japan,1783039232,139.9427,35.3454,1226.82,False,105.54,330.19
